id,word,assc
1420161113,메리츠종금증권매수,0.25
1420161113,예상,0.24
1420161113,전망,0.24
1420161113,키움증권에서,0.24
1420161113,ibk투자증권매수,0.24
1420161113,nh투자증권에서,0.24
1420161113,키움증권매수,0.24
1420161113,하이투자증권매수,0.24
1420161113,신한금융투자,0.24
1420161113,유안타증권매수,0.24
1420161113,올해,0.23
1420161113,불구,0.23
1420161113,삼성증권,0.23
1420161113,동부증권매수,0.23
1420161113,시황,0.23
1420161113,이례적,0.23
1420161113,여력,0.23
1420161113,statistics하나금융투자,0.23
1420161113,장기,0.22
1420161113,etbot,0.22
1420161113,기사입니다▶,0.22
1420161113,년월,0.22
1420161113,ktb투자증권매수,0.22
1420161113,kb투자증권매수,0.22
1420161113,의견제시일자투자의견목표가격hold,0.22
1420161113,briefing,0.22
1420161113,수준으로,0.22
1420161113,의견제시일자증권사투자의견목표가하나금융투자매수,0.22
1420161113,레벨,0.21
1420161113,하나금융투자,0.21
1420161113,컨센서스최고최저투자의견매수매수hold,0.21
1420161113,ktb투자증권에서,0.21
1420161113,연초,0.21
1420161113,동부증권,0.21
1420161113,개월,0.2
1420161113,교보증권,0.2
1420161113,의견제시일자증권사투자의견목표가한국투자증권매수,0.2
1420161114,전기차,0.37
1420161114,gaius,0.34
1420161114,충전,0.33
1420161114,보급,0.28
1420161114,완속충전기,0.28
1420161114,박태준,0.28
1420161114,충전기,0.28
1420161114,기차,0.28
1420161114,bolt,0.27
1420161114,보조금,0.27
1420161114,급속,0.27
1420161114,배터리,0.25
1420161114,선도전기,0.24
1420161114,bev,0.24
1420161114,전자업종,0.23
1420161114,대북송전주테마가,0.23
1420161114,kwh급,0.23
1420161114,휴게소,0.23
1420161114,경형,0.23
1420161114,충전인프라,0.21
1420161114,내연기관차,0.21
1420161114,모델s,0.21
1420161114,모델x,0.21
1420161114,ievs,0.21
1420161114,jac,0.21
1420161114,jac모터스,0.21
1420161114,suv형,0.21
1420161114,s센터에서,0.21
1420161114,zhidou,0.21
1420161114,검증됐다,0.21
1420161114,고객관리시스템,0.21
1420161114,부품교환,0.21
1420161114,생산에,0.21
1420161114,셰어링시장에,0.21
1420161114,순수전기차,0.21
1420161114,쎄미시스코,0.21
1420161114,쎄미시스코가,0.21
1420161114,쎄미시스코는,0.21
1420161114,역삼륜,0.21
1420161114,연북로에,0.21
1420161114,이순종,0.21
1420161114,즈더우,0.21
1420161114,크로스오버형,0.21
1420161114,풀라인을,0.21
1420161114,자동차,0.2
1420161114,초소형,0.2
1420161114,제룡산업,0.2
1420161114,개정작업,0.2
1420161114,구역전기는,0.2
1420161114,발전시설,0.2
1420161114,에너지프로슈머,0.2
1420161114,열병합설비를,0.2
1420161114,자가용,0.2
1420161115,다음,0.38
1420161115,보유주식,0.35
1420161115,지분율,0.35
1420161115,당기순이익,0.34
1420161115,하락,0.33
1420161115,변동,0.33
1420161115,보고,0.33
1420161115,사유,0.33
1420161115,내역,0.32
1420161115,유의,0.32
1420161115,해당종목,0.32
1420161115,영향,0.31
1420161115,지분,0.31
1420161115,특수,0.31
1420161115,전년동기,0.31
1420161115,월일에,0.31
1420161115,대비,0.3
1420161115,매출액,0.3
1420161115,증시,0.3
1420161115,주주,0.3
1420161115,보유,0.28
1420161115,전년,0.27
1420161115,etbot,0.27
1420161115,기사입니다▶,0.27
1420161115,씽크풀,0.27
1420161115,비율,0.27
1420161115,지속,0.26
1420161115,실적,0.26
1420161115,필요,0.26
1420161115,전문기자,0.25
1420161115,com,0.25
1420161115,관계자,0.25
1420161115,분기,0.25
1420161115,요인,0.24
1420161115,기록,0.23
1420161115,거래량,0.23
1420161115,로봇,0.23
1420161115,상장주식,0.23
1420161115,영업이익,0.22
1420161115,관련종목,0.22
1420161115,기준년월,0.22
1420161115,누적순매수,0.22
1420161115,일별,0.22
1420161115,한달누적,0.22
1420161115,비중,0.21
1420161115,직전,0.21
1420161115,순이익,0.21
1420161115,bgcolor,0.21
1420161115,ebff,0.21
1420161115,valign,0.21
1420161115,간주,0.21
1420161115,매물,0.21
1420161115,배열,0.21
1420161115,약하기는하지만,0.21
1420161115,자산가치,0.21
1420161115,제매물대인,0.21
1420161115,주체,0.21
1420161115,현주가를,0.21
1420161115,원선이,0.21
1420161115,저항,0.21
1420161115,현주가,0.21
1420161115,최대,0.2
1420161115,right,0.2
1420161115,일평균,0.2
1420161116,내역,0.94
1420161116,변동,0.94
1420161116,유의,0.93
1420161116,해당종목,0.93
1420161116,보유,0.9
1420161116,보유주식,0.89
1420161116,지분율,0.89
1420161116,특수,0.89
1420161116,사유,0.88
1420161116,보고,0.87
1420161116,주주,0.83
1420161116,요인,0.74
1420161116,다음,0.74
1420161116,관계자,0.72
1420161116,영향,0.7
